Ime županije;Ime grada/općine;MBR naselja;Ime naselja;RBR ulice/trga;Ime ulice/trga;Opis značenja imena ulice/trga
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0157;Modruška ulica;Modruš/Tržan-grad / srednjovjekovni utvrđeni grad iz XII st na Velikoj Kapeli, sjedište Modruške županije i kneževa Frankopana/Lika
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0158;Molvarska ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0159;Moslavačka ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0160;Mostarska ulica;Mostar / grad u Bosni i Hercegovini
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0161;Ulica Franje Mraza;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0163;Ulica Naste Rojc;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0164;Ulica Vladimira Nazora;"Vladimir Nazor / književnik, predsjednik ZAVNOH-a i predsjednik Prezidija Sabora NRH; 1876-1949"
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0165;Ulica Nikole Neidhardta;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0166;Neretvanska ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0167;Ninska ulica;Nin / grad u Dalmaciji, srednjovjekovna prijestolnica Hrvatskog biskupa
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0168;Nova cesta;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0169;Novačica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0170;Ulica Grge Novaka;"Grga Novak / povjesničar i arheolog, predsjednik JAZU; 1888-1978"
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0171;Odvojak Vjenceslava Novaka;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0174;Novoselska ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0175;Olovska ulica;Olovo / naselje u Bosni i Hercegovini
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0176;Ozaljska ulica;Ozalj / grad u donjem Pokuplju/plemićki grad Frankopana i Zrinskih, 1398-1671
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0177;Pakračka ulica;Pakrac / grad u Slavoniji
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0179;Paška ulica;Pag / otok i grad Kvarnera i Dalmacije
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0180;Ulica Pavla Perića;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0181;Ulica Petra Krešimira;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0182;Ulica Franje Petrića;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0183;Pirinova ulica odvojak;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0184;Pirinova ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0185;Ulica Pere Pirkera;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0186;Ulica Laurenta Metrala - Pierrea;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0187;Ulica Pere Pirkera II. odvojak;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0188;Planinska ulica;Planina / negdašnje selo i kaptolski posjed sa središtem u današnjoj Donjoj Planini/predjel grada Zagreba
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0189;Planinski odvojak;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0190;Plehanska ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0191;Plitvička ulica;Plitvica / rijeka u Hrvatskoj, desna pritoka Drave/Crnomorski slijev
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0192;Podravska ulica;Podravina / ravnica između rijeke Drave i padina Macelja, Kalnika, Bilogore, Papuka i Krndije
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0193;Ulica Janka Polića;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0194;Ulica Ive Politea;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0195;Ulica Izidora Poljaka;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0196;Poljska ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0197;Popovečka cesta;Popovec / negdašnje selo i kaptolski posjed nazvano po popovima/svećenicima
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0198;Posavska ulica;Posavina / ravnica uz srednji i donji tok rijeke Save
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0199;Ulica Ljudevita Posavskog;Ljudevit Posavski / knez Panonske Hrvatske, 810-823
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0200;Potočki;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0201;Prelčeva ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0202;Ulica prijana Lovre;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0203;Primorska ulica;Hrvatsko primorje / povijesni naziv dijela obalnog područja Hrvatske
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0204;Prominska ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0205;Prva Gupčeva ulica;Ambroz Matija Gubec / vođa Seljačke bune, 1573
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0206;Prva Prigorska ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0207;Ulica Grge Franje Puđaka;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0208;Ulica Ignaca Puđaka;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0209;Ulica Ignaca Puđaka I. odvojak;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0211;Ulica Josipa Pupačića;"Josip Pupačić / pjesnik; 1928-1971"
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0212;Put Dobriše Cesarića;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0213;Ulica Josipa Račića;"Josip Račić / ""slikar; 1885 - 1908"""
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0214;Ulica Mirka Račkog;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0215;Radnička ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0217;Ulica Mladena Ramljaka;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0218;Rebro;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0219;Rebro I.;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0220;Rebro II.;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0221;Remetska ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0222;Rimski odvojak I.;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0223;Rimski odvojak II.;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0224;Rimski odvojak III.;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0225;Rimski put;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0228;Ulica Tome Rosandića;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0229;Ulica Vladimira Ruždjaka;"Vladimir Ruždjak / operni pjevač; 1922-1987"
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0230;Ulica Željka Sabola;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0231;Ulica Ivana Sandelića;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0232;Savska cesta;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0233;Savska cesta I. odvojak;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0234;Savska cesta II. odvojak;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0235;Savska cesta III. odvojak;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0237;Ulica Vinka Sedinića;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0238;Selčinska ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0239;Selnička ulica;Selnica / naselje kod Marije Bistrice/Hrvatsko zagorje
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0240;Selska cesta;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0241;Sesvetska cesta;Sesvete / negdašnje selo i kaptolski posjed oko crkve Svih Svetih iz XIV st
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0247;Sinjska ulica;Sinj / grad u Dalmaciji
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0248;Slavonska ulica;Slavonija / povijesna i zemljopisna regija Hrvatske
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0249;Sljemenska cesta;Sljeme / vrh Medvednice (1033 mnv)
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0250;Ulica Petra Smajića;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0251;Solinska ulica;Solin / grad kod Splita
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0252;Sopnička ulica;Sopnica/Sepnica / negdašnje selo i kaptolski posjed na području današnjih Sesveta/predjel grada Zagreba
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0253;Sopnički odvojak I.;Sopnica/Sepnica / negdašnje selo i kaptolski posjed na području današnjih Sesveta/predjel grada Zagreba
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0255;Sotinska ulica;Sotin / naselje kod Vukovara
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0256;Splitska ulica;Split / najveći grad u Dalmaciji
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0259;Ulica Miljenka Stančića;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0260;Ulica Slavka Stančira;"Slavko Stančir / antifašist, sudionik NOB-a; 1925-1944"
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0261;Ulica Ante Starčevića;"Ante Starčević / političar, publicist i književnik; 1823-1896"
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0262;Ulica Ante Starčevića I. odvojak;"Ante Starčević / političar, publicist i književnik; 1823-1896"
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0263;Ulica Ante Starčevića II. odvojak;"Ante Starčević / političar, publicist i književnik; 1823-1896"
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0264;Starigradska ulica;Starigrad Paklenica / naselje podno Velebita uz Nacionalni park Paklenica/Dalmacija
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0266;Ulica Slavka Stolnika;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0267;Velebitska ulica;Velebit / najduža planina Dinarskog gorja od prijevoja Vratnik ponad Senja do kanjona Zrmanje, 145 km (Vaganski vrh 1757 mnv)
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0268;Stubička ulica;Donja Stubica / grad u Hrvatskom zagorju
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0269;Ulica Marina Studina;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0270;Ulica Đure Sudete;"Đuro Sudeta / ""pjesnik; 1903 - 1927"""
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0271;Ulica Petra Svačića;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0272;Ulica Josipa Szemana;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0273;Ulica Augusta Šenoe;"August Šenoa / književnik i pjesnik Zagreba; 1838-1881"
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0274;Ulica Antuna Branka Šimića;"Antun Branko Šimić / književnik; 1898-1925"
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0275;Ulica Ivana Šimunovića;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0276;Ulica Jurja Škarpe;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0277;Školska ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0278;Ulica Nikole Šopa;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0279;Štibrenska ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0280;Ulica Pavla Štoosa;"Pavao Štoos / svećenik, književnik i preporoditelj; 1806-1862"
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0281;Ulica Ivana Šturlića;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0282;Ulica Zlatka Šulentića;"Zlatko Šulentić / slikar; 1893-1971"
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0283;Tekijska ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0284;Ulica Ive Tijardovića;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0285;Ulica Ivana Tišova;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0286;Ulica Slavka Tomerlina;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0287;Tomislavgradska ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0288;Trakošćanska ulica;Trakošćan / srednjovjekovni utvrđeni grad iz XIII st/dvorac grofova Celjskih, zatim Vitovca, Korvina, Gyulaya i Draškovića/Hrvatsko zagorje
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0289;Travanjska ulica;travanj/lat.aprilis / mjesec kada se zelene travnjaci
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0290;Trg Antuna Mihanovića;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0291;Trg Dragutina Domjanića;"Dragutin Domjanić / pjesnik; 1875-1933"
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0292;Trg kralja Tomislava;Tomislav / prvi hrvatski kralj, okrunjen 925
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0293;Trg Lovre Matačića;"Lovro pl. Matačić / ""dirigent i skladatelj; 1899 - 1985"""
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0294;Trg Nikole Tesle;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0295;Trsatska ulica;Trsat, antička Tarsatica / srednjovjekovni utvrđeni grad Krčkih knezova/kneževa Frankopana iz XII st,najstarije marijansko svetište u Hrvatskoj
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0296;Tupekova ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0297;Ulica Jure Turića;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0304;Ulica Tina Ujevića;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0305;Ulica Ivana Gorana Kovačića;"Ivan Goran Kovačić / književnik, autor spjeva ""Jama""; 1913-1943"
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0306;Ulica A. Gustava Matoša;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0307;Ulica Bedema ljubavi;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0308;Ulica begonija;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0309;Ulica ciklama;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0311;Ulica Josipa Kozarca;"Josip Kozarac / književnik; 1858-1906"
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0312;Ulica kaktusa;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0313;Ulica krizantema;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0314;Ulica ljiljana;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0315;Ulica ljubičica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0316;Ulica maćuhica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0317;Ulica narcisa;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0318;Ulica orhideja;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0319;Ulica Petra Preradovića;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0320;Ulica perunika;perunika / cvijet
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0321;Ulica potočnica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0322;Ulica šafrana;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0323;Ulica tratinčica;tratinčica, cvijet
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0324;Ulica Vjenceslava Novaka;"Vjenceslav Novak / književnik i glazbeni pedagog; 1859-1905"
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0325;Ulica Većeslava Holjevca;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0326;Ulica zumbula;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0329;Ulica 24. prosinca;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0331;Varaždinska cesta;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0332;Varaždinski odvojak;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0333;Ulica Vladimira Varlaja;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0334;Vatrogasna ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0335;Veprička ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0336;Ulica Emanuela Vidovića;"Emanuel Vidović / slikar; 1870-1953"
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0337;Ulica Vladimira Vidrića;"Vladimir Vidrić / pjesnik; 1875-1909"
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0338;Vinogorska ulica;Vinogora / naziv zemljišta, područje zasađeno vinovom lozom
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0339;Vinogorski zavoj;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0340;Ulica Mirka Viriusa;"Mirko Virius / slikar naive; 1889-1943"
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0341;Virovitička ulica;Virovitica / grad u Podravini
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0342;Visočička ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0343;Voćinska ulica;Voćin / naselje kod Slatine/Slavonija
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0344;Vodovodna ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0345;Ulica Antuna Vrameca;"Antun Vramec / svećenik i pisac; 1538-1587"
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0346;Ulica Stanka Vraza;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0347;Vrbovečka ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0348;Vretenec;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0349;Ulica Stojana Vučičevića;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0350;Zagorska ulica;"Hrvatsko zagorje / ""kulturno-povijesna i prirodna regija, od Zagreba odvojena Medvednicom"""
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0351;Zagrebačka cesta;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0354;Ulica Zagrebačkog odreda;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0355;Zelengajska ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0356;Zeleni vijenac;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0357;Zelinska ulica;Zelina / rijeka lonjskog porječja
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0358;Zemunska ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0359;Ulica Zinke Kunc;"Zinka Kunc Milanov / hrvatska i svjetska operna pjevačica; 1906-1989"
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0360;Ulica Petra Zoranića;"Petar Zoranić / renesansni pisac, autor prvog hrvatskog romana ""Planine""; 1508-1569"
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0361;Zvonimirova ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0362;Željeznička ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0369;Grička ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0370;Trnavčev odvojak II.;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0375;Svetohelenska ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0376;Ulica jaglaca;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0377;Ulica Dragutina Domjanića odvojak;"Dragutin Domjanić / pjesnik; 1875-1933"
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0378;Ulica Blage Zadre;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0379;Industrijska cesta;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0380;Karinska ulica;Karin / naselje kod Zadra
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0381;Resnička ulica;Resnik / negdašnje selo/predjel grada Zagreba
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0382;Senjska ulica;Senj / grad u Hrvatskom primorju
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0383;Slatinska ulica;Slatina / negdašnji zaselak, dio biskupskog posjeda Vugrovca
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0384;Ulica Stjepana Sulimanca;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0385;Ičićka ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0386;Opatijska ulica;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0387;Voloderska ulica;Voloder / naselje kod Popovače/Moslavina
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0388;Trnavec;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0389;Slavonska avenija;Slavonija / povijesna i zemljopisna regija Hrvatske
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0390;Ulica Lavoslava Horvata;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0391;Ulica Zdenka Kolacija;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0392;Ulica Rudolfa Lubynskog;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0393;Ulica Šime Ljubića;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0394;Ulica Radovana Nikšića;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0395;Branovečina;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0396;Ogranak ulice Mirka Bogovića;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0397;Park Pavla Šveca;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0398;Ulica Mije i Zdenka Karamatića;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0399;Ulica 144. brigade Hrvatske vojske;ulica nazvana u spomen na 144 brigadu Hrvatske vojske iz Domovinskog rata, osnovanu 1991 u Zagrebu na području Sesveta
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0400;Ulica Ladislava Šabana;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0401;Ulica Vladimira Stahuljaka;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0402;Ulica Borisa Papandopula;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0403;Ulica Borisa Ulricha;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0404;Ulica Brune Bjelinskog;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0405;Ulica Huberta Pettana;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0406;Ulica Ivana Brkanovića;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0407;Ulica Ivane Lang;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0408;Ulica Ive Paraća;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0409;Ulica Krešimira Kovačevića;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0410;Ulica Dragana Plamenca;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0411;Ulica Mladena Pozajića;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0412;Ulica Petra Dumičića;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0413;Ulica Rudolfa Matza;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0414;Ulica Stjepana Šuleka;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0415;Ulica Ružice Meglaj - Rimac;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0416;Ulica Mladena Halape;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0417;Ulica Ivice Perića;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0418;Ulica Dragutina Mitića;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0419;Ulica Franje Kukuljevića;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0420;Vrbnička ulica;Vrbnik / naselje na otoku Krku, srednjovjekovni utvrđeni grad i glagoljaško središte
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0421;Požeška ulica;Požega / grad u Slavoniji
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0422;Ulica Ivana Grbavca;"Ivan Grbavac / policijski službenik-poginuo na dužnosti prilikom pljačke banke u Sesvetama; 1985-2009"
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0423;Park Roberta Zadre;
Grad Zagreb;GRAD ZAGREB;057363;Sesvete;0424;Prilaz Sv. Marije Anđeoske;
Grad Zagreb;GRAD ZAGREB;058777;Soblinec;0001;Bosanska ulica;Bosna / srednjovjekovna banovina, kasnije kraljevstvo, do turskog osvajanja 1463, dio današnje države Bosne i Hercegovine
Grad Zagreb;GRAD ZAGREB;058777;Soblinec;0002;Dalmatinska ulica;Dalmacija / povijesna i zemljopisna regija Hrvatske
Grad Zagreb;GRAD ZAGREB;058777;Soblinec;0003;Istarska ulica;Istra / najveći hrvatski poluotok
Grad Zagreb;GRAD ZAGREB;058777;Soblinec;0004;Krapinska ulica;Krapina / grad u Hrvatskom zagorju
Grad Zagreb;GRAD ZAGREB;058777;Soblinec;0005;Kumrovečka ulica;Kumrovec / naselje u Hrvatskom zagorju
Grad Zagreb;GRAD ZAGREB;058777;Soblinec;0006;Lička ulica;Lika / rijeka ponornica u Lici
Grad Zagreb;GRAD ZAGREB;058777;Soblinec;0007;Mostarska ulica;Mostar / grad u Bosni i Hercegovini
Grad Zagreb;GRAD ZAGREB;058777;Soblinec;0008;Obrež;
Grad Zagreb;GRAD ZAGREB;058777;Soblinec;0009;Osječka ulica;Osijek / grad u Slavoniji
Grad Zagreb;GRAD ZAGREB;058777;Soblinec;0010;Prepuštovečka ulica;
Grad Zagreb;GRAD ZAGREB;058777;Soblinec;0011;Slavonska ulica;Slavonija / povijesna i zemljopisna regija Hrvatske
Grad Zagreb;GRAD ZAGREB;058777;Soblinec;0013;Soblinečka ulica;
Grad Zagreb;GRAD ZAGREB;058777;Soblinec;0014;Šašinovečka ulica;
Grad Zagreb;GRAD ZAGREB;058777;Soblinec;0015;Zagorska ulica;"Hrvatsko zagorje / ""kulturno-povijesna i prirodna regija, od Zagreba odvojena Medvednicom"""
Grad Zagreb;GRAD ZAGREB;058777;Soblinec;0016;Žerjavinečka ulica;
Grad Zagreb;GRAD ZAGREB;058777;Soblinec;0017;Livadićeva ulica;
Grad Zagreb;GRAD ZAGREB;058777;Soblinec;0018;Prepuštovečki odvojak;
Grad Zagreb;GRAD ZAGREB;058777;Soblinec;0019;Prigorska ulica;
Grad Zagreb;GRAD ZAGREB;058777;Soblinec;0020;Vrleščica;
Grad Zagreb;GRAD ZAGREB;060364;Starjak;0001;Starjak;Starjak / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;060364;Starjak;0002;Starjak I. ogranak;
Grad Zagreb;GRAD ZAGREB;060364;Starjak;0003;Starjak II. ogranak;
Grad Zagreb;GRAD ZAGREB;060364;Starjak;0004;Tratinarski put;
Grad Zagreb;GRAD ZAGREB;060364;Starjak;0005;Banovke;
Grad Zagreb;GRAD ZAGREB;060364;Starjak;0006;Radovina;
Grad Zagreb;GRAD ZAGREB;060364;Starjak;0007;Juričkov put;
Grad Zagreb;GRAD ZAGREB;060364;Starjak;0008;Bukovec;
